Canal de Origem,Região,UF,Sexo,Faixa Etária,Ano Abertura,Mês Abertura,Segmento de Mercado,Área,Assunto,Grupo Problema,Problema,Como Comprou Contratou,Procurou Empresa,target_resolvida
Plataforma Web,S,RS,M,entre 21 a 30 anos,2023.0,8.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Renegociação / parcelamento de dívida,Internet,N,0
Plataforma Web,S,SC,M,entre 21 a 30 anos,2024.0,1.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Atendimento Bancário,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,0
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2015.0,11.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Fixa,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Não comprei / contratei,S,1
Plataforma Web,S,PR,M,entre 21 a 30 anos,2018.0,12.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Telefone,S,1
Não informado,SE,SP,M,até 20 anos,Não informado,Não informado,Comércio Eletrônico,Demais Produtos,Móveis e Colchões,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,1
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2022.0,1.0,"Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática",Produtos de Telefonia e Informática,Aparelho celular,Atendimento / SAC,Má qualidade no atendimento (descortesia / despreparo/ constrangimento),Internet,S,0
Plataforma Web,NE,RN,M,entre 21 a 30 anos,2021.0,9.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Produtos de Telefonia e Informática,Aparelho celular,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Loja física,S,1
Plataforma Web,SE,SP,F,entre 51 a 60 anos,2020.0,1.0,Não informado,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Renegociação / parcelamento de dívida,Telefone,S,0
Plataforma Web,SE,MG,M,entre 31 a 40 anos,2017.0,2.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Telefone,S,1
Plataforma Web,SE,SP,F,entre 31 a 40 anos,2023.0,2.0,Transporte Aéreo,Transportes,Aéreo,Vício de Qualidade,Atraso de voo,Internet,S,1
Plataforma Web,CO,DF,M,entre 51 a 60 anos,2016.0,4.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Móvel,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Não comprei / contratei,S,1
Não informado,SE,MG,M,até 20 anos,Não informado,Não informado,Empresas de Pagamento Eletrônico,Serviços Financeiros,Serviço de pagamento online/ via celular/ maquininha,Vício de Qualidade,Funcionamento inadequado do serviço,Não comprei / contratei,S,0
Plataforma Web,NE,CE,M,entre 31 a 40 anos,2022.0,6.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Móvel,Informação,"Informações incompletas / inadequadas sobre o serviço, plano, promoção etc",Internet,N,1
Plataforma Web,SE,RJ,M,entre 21 a 30 anos,2017.0,11.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Contrato / Oferta,Serviço indisponível para a região ou sem previsão,Internet,S,0
Plataforma Web,CO,MT,M,entre 31 a 40 anos,2023.0,11.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Móvel,Vício de Qualidade,Suspensão ou desligamento indevido do serviço,Telefone,N,1
Plataforma Web,S,RS,F,até 20 anos,2020.0,10.0,Provedores de Conteúdo e Outros Serviços na Internet,Demais Serviços,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Internet,N,1
Plataforma Web,S,RS,F,entre 41 a 50 anos,2018.0,4.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,S,1
Plataforma Web,SE,SP,M,entre 41 a 50 anos,2020.0,12.0,Empresas de Pagamento Eletrônico,Serviços Financeiros,Serviço de pagamento online/ via celular/ maquininha,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,"Stand, feiras e eventos",N,1
Plataforma Web,S,PR,M,entre 21 a 30 anos,2018.0,5.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,S,0
Não informado,CO,MT,M,entre 41 a 50 anos,Não informado,Não informado,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Contrato / Oferta,Alteração de plano/contrato sem solicitação ou aviso prévio,Não comprei / contratei,S,0
Plataforma Web,SE,SP,M,entre 21 a 30 anos,2024.0,8.0,Provedores de Conteúdo e Outros Serviços na Internet,Demais Serviços,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Dados Pessoais e Privacidade,"Vazamento de dados ou outros incidentes de segurança (acessos não autorizados e situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou tratamento inadequado ou ilícito)",Internet,S,0
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2022.0,8.0,"Viagens, Turismo e Hospedagem",Transportes,Aéreo,Contrato / Oferta,Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,S,1
Plataforma Web,S,PR,F,entre 31 a 40 anos,2017.0,3.0,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Informação,Dificuldade de acesso a dados pessoais ou financeiros (score),Internet,N,1
Plataforma Web,CO,DF,M,entre 21 a 30 anos,2020.0,9.0,Empresas de Intermediação de Serviços / Negócios,Produtos de Telefonia e Informática,Aparelho celular,Vício de Qualidade,Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia,Internet,S,1
Plataforma Web,NE,AL,M,entre 41 a 50 anos,2023.0,8.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,S,1
Plataforma Web,SE,SP,F,entre 41 a 50 anos,2020.0,3.0,Não informado,Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Informação,"Dados pessoais ou financeiros consultados, coletados, publicados ou repassados sem autorização",Internet,S,1
Plataforma Web,S,RS,F,entre 21 a 30 anos,2020.0,10.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Cobrança / Contestação,Cobrança após cancelamento do serviço,Telefone,S,1
Não informado,SE,SP,F,entre 41 a 50 anos,Não informado,Não informado,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Atendimento Bancário,Vício de Qualidade,"Dificuldade de contato ou acesso aos serviços - caixa eletrônico, agência, internet banking",Loja física,S,0
Plataforma Web,S,PR,M,entre 21 a 30 anos,2017.0,12.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Contrato / Oferta,Publicidade abusiva / ofensiva / discriminatória,Internet,S,1
Plataforma Web,NE,BA,M,entre 41 a 50 anos,2016.0,7.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pré-paga,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Telefone,S,1
Plataforma Web,N,AM,M,entre 41 a 50 anos,2023.0,7.0,"Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática",Produtos Eletrodomésticos e Eletrônicos,Televisão,Vício de Qualidade,Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia,Loja física,N,1
Plataforma Web,NE,RN,M,entre 61 a 70 anos,2022.0,9.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Financiamentos de Veículos / Leasing,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Loja física,S,0
Plataforma Web,SE,SP,M,entre 41 a 50 anos,2022.0,9.0,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,Score / Pontuação de Crédito,Informação,"Dificuldade de acesso às informações cadastradas (score, histórico de crédito etc)",Internet,S,1
Plataforma Web,NE,BA,M,entre 21 a 30 anos,2023.0,5.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Vício de Qualidade,"Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda)",Não comprei / contratei,S,1
Plataforma Web,N,PA,M,entre 21 a 30 anos,2015.0,12.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Contrato / Oferta,Alteração de plano/contrato sem solicitação ou aviso prévio,Telefone,S,0
Plataforma Web,SE,ES,M,entre 51 a 60 anos,2020.0,3.0,Não informado,Transportes,Aéreo,Vício de Qualidade,Cancelamento de voo,Internet,S,1
Plataforma Web,SE,RJ,M,entre 61 a 70 anos,2024.0,4.0,Farmácias,Saúde,Medicamentos,Contrato / Oferta,"Dificuldades com Programas de Fidelidade / Pontuação (resgate, alteração, transferência etc)",Internet,N,0
Plataforma Web,SE,ES,M,entre 21 a 30 anos,2017.0,5.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,0
Plataforma Web,SE,MG,M,entre 21 a 30 anos,2022.0,11.0,Comércio Eletrônico,Demais Produtos,"Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.)",Entrega do Produto,Produto entregue incompleto / diferente do  pedido,Internet,S,1
Plataforma Web,S,PR,F,entre 41 a 50 anos,2017.0,10.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Serviço de pagamento online/ via celular/ maquininha,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,N,1
Plataforma Android,NE,BA,F,entre 21 a 30 anos,2021.0,5.0,"Bancos, Financeiras e Administradoras de Cartão",Demais Serviços,"Programas de Fidelidade / Benefícios (pontos, milhagem etc)",Atendimento / SAC,Má qualidade no atendimento (descortesia / despreparo/ constrangimento),Telefone,N,1
Não informado,SE,SP,M,entre 31 a 40 anos,Não informado,Não informado,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Não comprei / contratei,S,0
Plataforma Web,SE,SP,M,entre 41 a 50 anos,2017.0,6.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Loja física,S,1
Plataforma Web,S,RS,M,entre 31 a 40 anos,2021.0,10.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Não comprei / contratei,S,1
Plataforma Web,SE,SP,F,entre 41 a 50 anos,2022.0,1.0,Agua e Saneamento,"Água, Energia, Gás",Água e Esgoto,Vício de Qualidade,Má qualidade do serviço,Não comprei / contratei,S,1
Plataforma Web,NE,PE,F,entre 31 a 40 anos,2021.0,6.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Loja física,S,1
Plataforma Web,S,SC,M,entre 31 a 40 anos,2020.0,8.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Atendimento / SAC,SAC - Dificuldadede de contato / acesso,Internet,S,0
Plataforma Web,NE,BA,F,entre 61 a 70 anos,2019.0,12.0,Não informado,Telecomunicações,Telefonia Fixa,Cobrança / Contestação,Cobrança após cancelamento do serviço,Telefone,S,0
Plataforma Web,SE,SP,F,entre 51 a 60 anos,2016.0,5.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Fixa,Atendimento / SAC,Má qualidade no atendimento presencial ou outros canais (exceto SAC),Não comprei / contratei,S,1
Plataforma Web,SE,MG,F,entre 21 a 30 anos,2023.0,3.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Cobrança de compra/saque não reconhecido,Internet,S,0
Plataforma Web,SE,RJ,F,entre 21 a 30 anos,2020.0,9.0,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Informação,Dificuldade de acesso a dados pessoais ou financeiros (score),Internet,S,0
Plataforma Web,NE,PI,M,entre 41 a 50 anos,2021.0,6.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Produtos de Telefonia e Informática,Aparelho de telefone fixo / interfone,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Não comprei / contratei,S,1
Plataforma Web,S,SC,M,entre 31 a 40 anos,2024.0,5.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Financiamento de Imóveis,Cobrança / Contestação,Negativação indevida referente à pagamento já efetuado,Não comprei / contratei,S,1
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2018.0,2.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Informação,Dados pessoais incorretos  dificuldade de retificação,Loja física,S,1
Plataforma Web,SE,MG,M,entre 21 a 30 anos,2018.0,9.0,Comércio Eletrônico,Produtos de Telefonia e Informática,Aparelho celular,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,N,0
Não informado,NE,CE,M,entre 31 a 40 anos,Não informado,Não informado,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Cobrança / Contestação,Cobrança após cancelamento do serviço,Loja física,S,1
Plataforma Web,SE,RJ,F,mais de 70 anos,2022.0,6.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Telefone,S,0
Plataforma Web,SE,MG,F,mais de 70 anos,2024.0,7.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Não comprei / contratei,S,0
Plataforma Web,SE,SP,F,entre 41 a 50 anos,2022.0,12.0,Provedores de Conteúdo e Outros Serviços na Internet,Demais Serviços,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Vício de Qualidade,Suspensão ou desligamento indevido do serviço,Internet,S,0
Plataforma Web,NE,CE,M,entre 31 a 40 anos,2024.0,6.0,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Domicílio,S,1
Plataforma Web,S,PR,F,entre 31 a 40 anos,2021.0,6.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Não comprei / contratei,S,1
Plataforma Web,CO,DF,M,entre 21 a 30 anos,2021.0,4.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Atendimento / SAC,Dificuldade de contato / acesso a outros canais (exceto SAC),Loja física,S,1
Plataforma Web,SE,MG,M,entre 21 a 30 anos,2017.0,11.0,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Informação,"Dados pessoais ou financeiros consultados, coletados, publicados ou repassados sem autorização",Internet,N,0
Plataforma Web,NE,CE,F,entre 21 a 30 anos,2020.0,1.0,Não informado,Produtos de Telefonia e Informática,Demais aparelhos de comunicação,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Telefone,S,1
Não informado,CO,DF,F,entre 21 a 30 anos,Não informado,Não informado,Agências de Viagens,Turismo/Viagens,Pacote / excursão / agência de turismo,Contrato / Oferta,Dificuldade para alterar ou cancelar o contrato /serviço,Internet,S,1
Não informado,S,PR,F,entre 31 a 40 anos,Não informado,Não informado,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,S,0
Plataforma Web,SE,SP,F,entre 51 a 60 anos,2022.0,6.0,Supermercados,Alimentos,Leites e Derivados,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,N,0
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2020.0,9.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Renegociação / parcelamento de dívida,Loja física,S,1
Plataforma Web,CO,GO,M,entre 31 a 40 anos,2017.0,7.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pré-paga,Atendimento / SAC,Má qualidade no atendimento presencial ou outros canais (exceto SAC),Telefone,S,1
Plataforma Web,CO,MT,M,até 20 anos,2021.0,7.0,Empresas de Intermediação de Serviços / Negócios,Demais Serviços,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Atendimento / SAC,Dificuldade de contato / demora no atendimento,Internet,S,1
Plataforma Web,SE,SP,F,entre 61 a 70 anos,2024.0,1.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS),Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Não comprei / contratei,S,0
Plataforma Web,S,SC,M,entre 31 a 40 anos,2023.0,2.0,"Viagens, Turismo e Hospedagem",Transportes,Aéreo,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,1
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2018.0,5.0,Empresas de Recuperação de Crédito,Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Contrato / Oferta,Dificuldade de cancelamento/ exclusão do cadastro,Telefone,S,0
Plataforma Web,SE,SP,M,entre 21 a 30 anos,2022.0,5.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Atendimento Bancário,Dados Pessoais e Privacidade,Dificuldade de cancelamento / eliminação de dados / revogação do consentimento,Loja física,S,1
Plataforma Web,SE,MG,F,entre 21 a 30 anos,2021.0,11.0,Operadoras de Planos de Saúde e Administradoras de Benefícios,Saúde,"Plano de Saúde (convênio, autogestão, seguro saúde )",Vício de Qualidade,Recusa / Dificuldade de atendimento emergencial,Telefone,S,1
Plataforma Web,S,SC,M,entre 31 a 40 anos,2015.0,8.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Móvel,Vício de Qualidade,Suspensão ou desligamento indevido do serviço,Não comprei / contratei,S,1
Plataforma Web,S,PR,M,entre 41 a 50 anos,2020.0,1.0,Não informado,Demais Serviços,Aplicativo de mobilidade urbana,Atendimento / SAC,Dificuldade de contato / demora no atendimento,Telefone,S,0
Plataforma Web,SE,SP,M,entre 61 a 70 anos,2020.0,7.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Telefone,S,0
Plataforma Web,SE,SP,M,entre 21 a 30 anos,2018.0,11.0,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Informação,Dados pessoais incorretos  dificuldade de retificação,Internet,N,0
Plataforma Web,CO,GO,F,entre 31 a 40 anos,2020.0,8.0,Varejo,Produtos Eletrodomésticos e Eletrônicos,Refrigerador / freezer,Entrega do Produto,Não entrega / demora na entrega do produto,Loja física,S,1
Não informado,NE,PB,F,entre 31 a 40 anos,Não informado,Não informado,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,"Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas)",Não comprei / contratei,S,0
Plataforma Web,S,SC,F,entre 31 a 40 anos,2021.0,3.0,Transporte Aéreo,Transportes,Aéreo,Contrato / Oferta,Dificuldade / demora para cancelar o serviço,Internet,S,1
Plataforma Android,NE,BA,F,entre 31 a 40 anos,2018.0,6.0,Varejo,Demais Produtos,Móveis e Colchões,Vício de Qualidade,Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia,Loja física,S,0
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2021.0,11.0,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Dificuldade / atraso no reembolso / reembolso de antecipação de obras,Não comprei / contratei,S,0
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2020.0,7.0,Não informado,Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Renegociação / parcelamento de dívida,Loja física,S,0
Plataforma Web,NE,SE,F,entre 61 a 70 anos,2023.0,11.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Atendimento Bancário,Saúde e Segurança,"Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto",Loja física,S,0
Plataforma Web,SE,MG,F,entre 51 a 60 anos,2021.0,10.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Não envio / atraso do boleto ou fatura / dificuldade com o pagamento,Loja física,S,1
Plataforma Web,S,RS,M,entre 31 a 40 anos,2015.0,4.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Atendimento Bancário,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Não comprei / contratei,S,1
Plataforma Web,CO,MT,M,entre 41 a 50 anos,2021.0,5.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Telefone,S,1
Não informado,NE,PI,M,entre 31 a 40 anos,Não informado,Não informado,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Fixa,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Telefone,S,1
Plataforma Web,SE,SP,F,entre 51 a 60 anos,2021.0,11.0,Empresas de Intermediação de Serviços / Negócios,Demais Serviços,Serviços de entrega / delivery,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Não comprei / contratei,S,1
Plataforma Web,S,PR,M,entre 31 a 40 anos,2022.0,4.0,Transporte Aéreo,Transportes,Aéreo,Vício de Qualidade,"Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)",Não comprei / contratei,S,0
Plataforma Web,CO,MT,M,entre 51 a 60 anos,2020.0,6.0,Não informado,Telecomunicações,TV por Assinatura,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Telefone,N,0
Plataforma Web,SE,SP,M,entre 21 a 30 anos,2022.0,12.0,Comércio Eletrônico,Produtos de Telefonia e Informática,Aparelho celular,Entrega do Produto,Não entrega / demora na entrega do produto,Internet,S,1
Não informado,SE,SP,F,entre 31 a 40 anos,Não informado,Não informado,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Cobrança / Contestação,Renegociação / parcelamento de dívida,Internet,S,0
Plataforma Web,NE,CE,M,entre 21 a 30 anos,2021.0,7.0,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Informação,"Dados pessoais ou financeiros consultados, coletados, publicados ou repassados sem autorização",Não comprei / contratei,N,1
Plataforma Web,N,AM,M,entre 31 a 40 anos,2020.0,10.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Vício de Qualidade,"Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda)",Loja física,S,1
Não informado,NE,CE,M,entre 21 a 30 anos,Não informado,Não informado,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Seguro de Vida / Acidentes Pessoais / Desemprego,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Loja física,S,0
Plataforma Web,S,PR,F,entre 21 a 30 anos,2017.0,12.0,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Informação,"Dados pessoais ou financeiros consultados, coletados, publicados ou repassados sem autorização",Internet,N,0
Plataforma Web,SE,MG,F,entre 41 a 50 anos,2021.0,2.0,"Viagens, Turismo e Hospedagem",Turismo/Viagens,Pacote / excursão / agência de turismo,Atendimento / SAC,Dificuldade de contato / demora no atendimento,Internet,S,1
Plataforma Web,S,RS,M,entre 41 a 50 anos,2020.0,7.0,Não informado,Telecomunicações,Telefonia Móvel Pós-paga,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Loja física,S,1
Plataforma Web,SE,SP,M,entre 41 a 50 anos,2022.0,5.0,"Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática",Produtos Eletrodomésticos e Eletrônicos,Televisão,Vício de Qualidade,Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica,Loja física,S,0
Plataforma Android,NE,PI,F,entre 31 a 40 anos,2019.0,12.0,Não informado,Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,S,0
